judul_stop_removed,isi_stop_removed
"['9', 'pemuda', 'belawan', 'tangkap', 'tawur', '6', 'positif', 'narkoba']","['sembilan', 'pemuda', 'tangkap', 'tawur', 'jalan', 'selebes', 'camat', 'medan', 'belawan', 'kota', 'medan', 'total', 'sebut', 'enam', 'positif', 'narkoba', 'kabag', 'ops', 'polres', 'labuh', 'belawan', 'akp', 'pittor', 'gultom', 'kata', 'tawur', 'jadi', 'sekira', 'pukul', '0130', 'wib', 'tadi', 'tawur', 'sebut', 'jadi', 'pemuda', 'gang', '7', 'gang', '10', 'adapun', 'sembilan', 'orang', 'aman', 'a', '16', 'i', '15', 'l', '14', 'ast', '15', 'r', '14', 'mr', '16', 'fp', '20', 'ri', '20', 'ag', '18', 'tim', 'patroli', 'gabung', 'polres', 'labuh', 'belawan', 'tangkap', 'sembilan', 'remaja', 'pemuda', 'libat', 'aksi', 'tawur', 'jalan', 'selebes', 'kata', 'pittor', 'minggu', '222025', 'scroll', 'to', 'continue', 'with', 'content', 'pittor', 'sebut', 'pihak', 'langsung', 'tuju', 'lokasi', 'usai', 'informasi', 'tawur', 'tiba', 'lokasi', 'laku', 'tawur', 'coba', 'lari', 'diri', 'tugas', 'polisi', 'aman', 'sembilan', 'orang', 'usai', 'tangkap', 'laku', 'boyong', 'polres', 'labuh', 'belawan', 'proses', 'periksa', 'hasil', 'tes', 'urine', 'enam', 'positif', 'konsumsi', 'narkoba', 'hasil', 'tes', 'urine', 'tunjuk', 'enam', 'positif', 'narkoba', 'interogasi', 'awal', 'aksi', 'tawur', 'nyata', 'rupa', 'balas', 'dendam', 'antar', 'kelompok', 'pemuda', 'gang', 'langsung', 'cukup', 'lama', 'jelas', 'kata', 'pittor', 'pihak', 'selidik', 'soal', 'kasus', 'sebut', 'pihak', 'polisi', 'koordinasi', 'orang', 'tua', 'laku', 'peristiwa', 'rupa', 'jadi', 'imbau', 'orang', 'tua', 'lebih', 'perhati', 'aktivitas', 'anakanak', 'utama', 'malam', 'hari', 'terus', 'tingkat', 'patroli', 'jaga', 'kamtibmas', 'kondusif', 'wilayah', 'hukum', 'polres', 'labuh', 'belawan', 'pungkas']"
"['warga', 'tangkap', 'curi', 'kotak', 'amalspeaker', 'masjid', 'lombok', 'timur']","['pria', 'inisial', 'r', 'tangkap', 'basah', 'curi', 'kotak', 'amal', 'speaker', 'wireless', 'masjid', 'ittihadul', 'ummah', 'desa', 'senanggalih', 'camat', 'sambelia', 'lombok', 'timur', 'nusa', 'tenggara', 'barat', 'ntb', 'curi', 'laku', 'minggu', '222025', 'pukul', '1430', 'wita', 'r', 'sempat', 'coba', 'bawa', 'kabur', 'kotak', 'amal', 'speaker', 'tumpang', 'angkut', 'umum', 'warga', 'tahu', 'jadi', 'langsung', 'kejar', 'hasil', 'tangkap', 'laku', 'kendara', 'sebut', 'hasil', 'ambil', 'kotak', 'amal', 'speaker', 'laku', 'langsung', 'naik', 'angkut', 'umum', 'untung', 'warga', 'tempat', 'sadar', 'aksi', 'segera', 'kejar', 'tangkap', 'laku', 'barang', 'bukti', 'kemudian', 'aman', 'polsek', 'sambelia', 'ujar', 'kepala', 'seksi', 'hubung', 'masyarakat', 'kasi', 'humas', 'polres', 'lombok', 'timur', 'akp', 'nicolas', 'oesman', 'scroll', 'to', 'continue', 'with', 'content', 'polisi', 'sita', 'barang', 'bukti', 'upa', 'uang', 'koin', 'pecah', 'rp', '500', 'hingga', 'rp', '1000', 'total', 'rp', '243200', 'satu', 'speaker', 'wireless', 'tangan', 'laku', 'total', 'rugi', 'akibat', 'curi', 'kira', 'capai', 'rp', '3243200', 'laku', 'aman', 'polsek', 'sambelia', 'jalan', 'periksa', 'lebih', 'lanjut', 'hasil', 'interogasi', 'awal', 'laku', 'tahu', 'inisial', 'r', 'tambah', 'nicolas', 'nicolas', 'imbau', 'urus', 'masjid', 'lebih', 'berhatihati', 'kelola', 'dana', 'amal', 'ingat', 'uang', 'hasil', 'donasi', 'segera', 'aman', 'kumpul', 'ingat', 'jadi', 'rupa', 'kerap', 'jadi', 'tegas']"
"['komplot', 'pasutri', 'medan', 'rampas', 'motor', 'warga', 'modus', 'ajak', 'kencan']","['pasang', 'suami', 'istri', 'pasutri', 'kota', 'medan', 'sumatera', 'utara', 'sumut', 'nm', 'alias', 'bila', '16', 'riski', 'harahap', '21', 'rampas', 'sepeda', 'motor', 'warga', 'sama', 'jumlah', 'laku', 'komplot', 'aksi', 'berpurapura', 'ajak', 'korban', 'kencan', 'kasat', 'reskrim', 'polres', 'labuh', 'belawan', 'akp', 'riffi', 'noor', 'faizal', 'kata', 'peristiwa', 'jadi', 'jalan', 'platina', '3', 'camat', 'medan', 'deli', 'rabu', '2912025', 'laku', 'tangkap', 'sabtu', '12', 'hasil', 'interogasi', 'awal', 'ungkap', 'sangka', 'bila', 'riski', 'harahap', 'pasang', 'suami', 'istri', 'kata', 'riffi', 'minggu', '22', 'scroll', 'to', 'continue', 'with', 'content', 'riffi', 'kata', 'jadi', 'awal', 'laku', 'bila', 'temu', 'korban', 'rifali', 'lalu', 'sangka', 'ajak', 'korban', 'kosannya', 'jalan', 'platina', '3', 'korban', 'awal', 'tolak', 'terus', 'bujuk', 'laku', 'korban', 'akhir', 'tuju', 'pergi', 'tuju', 'kos', 'laku', 'kendara', 'sepeda', 'motor', 'korban', 'tiba', 'lokasi', 'jadi', 'jumlah', 'laku', 'nyata', 'tunggu', 'korban', 'tak', 'lama', 'laku', 'langsung', 'serang', 'korban', 'parang', 'korban', 'tiba', 'salah', 'orang', 'laku', 'langsung', 'serang', 'parang', 'korban', 'panik', 'lari', 'diri', 'tinggal', 'sepeda', 'motor', 'kemudian', 'bawa', 'kabur', 'laku', 'sebut', 'atas', 'jadi', 'korban', 'buat', 'lapor', 'polres', 'labuh', 'belawan', 'pihak', 'polisi', 'selidik', 'kasus', 'sebut', 'hingga', 'tangkap', 'laku', 'bila', 'jalan', 'kapten', 'muslim', 'tugas', 'polisi', 'cari', 'laku', 'riski', 'harahap', 'tangkap', 'jalan', 'klambir', 'v', 'tugas', 'polisi', 'tengah', 'buru', 'tiga', 'laku', 'aku', 'buat', 'mana', 'bila', 'peran', 'pancing', 'korban', 'cara', 'ajak', 'korban', 'pergi', 'lokasi', 'riski', 'harahap', 'tiga', 'laku', 'buron', 'tugas', 'serang', 'rampas', 'barang', 'korban', 'sebut', 'riffi', 'dasar', 'aku', 'laku', 'sepeda', 'motor', 'korban', 'sebut', 'jual', 'aku', 'jatah', 'besar', 'rp', '1', 'juta', 'jalan', 'proses', 'sidi', 'lebih', 'lanjut', 'satreskrim', 'terus', 'buru', 'tiga', 'sangka', 'dpo', 'pungkas']"
"['komplot', 'begal', 'bacok', 'tangan', 'korban', 'jalan', 'bromo', 'medan', '1', 'laku', 'tangkap']","['komplot', 'begal', 'bacok', 'tangan', 'korban', 'aksi', 'jalan', 'bromo', 'camat', 'medan', 'denai', 'kota', 'medan', 'usai', 'jadi', '1', '4', 'laku', 'hasil', 'tangkap', 'kanit', 'reskrim', 'polsek', 'medan', 'area', 'iptu', 'poltak', 'tambun', 'kata', 'peristiwa', 'jadi', 'pagi', 'tadi', 'pukul', '0545', 'wib', 'korban', 'nama', 'ikhsan', 'alkamil', '22', 'bonceng', 'teman', 'arif', 'prayoga', '22', 'rumah', 'arah', 'stadion', 'teladan', 'medan', 'korban', 'm', 'ikhsan', 'alkamil', 'sama', 'teman', 'arif', 'prayoga', 'berangkat', 'rumah', 'jalan', 'rawa', 'cangkuk', 'no', '21', 'camat', 'medan', 'denai', 'kendara', 'sepeda', 'motor', 'kawasaki', 'klx', 'warna', 'biru', 'bk', '4662', 'zai', 'jemput', 'abang', 'arif', 'stadion', 'teladan', 'kata', 'iptu', 'poltak', 'tambun', 'terang', 'sabtu', '122025', 'scroll', 'to', 'continue', 'with', 'content', 'lintas', 'jalan', 'bromo', 'tepat', 'seberang', 'jalan', 'mamiyai', 'korban', 'pepet', '4', 'orang', 'pria', '2', 'sepeda', 'motor', 'laku', 'kemudian', 'bacok', 'korban', 'hingga', 'tepi', 'pinggir', 'jalan', 'korban', 'lintas', 'jalan', 'bromo', 'seberang', 'jalan', 'mamiyai', 'korban', 'pepet', '2', 'unit', 'sepeda', 'motor', 'honda', 'vario', 'beat', '4', 'orang', 'lakilaki', 'lalu', 'acung', 'celurit', 'arah', 'korban', 'kata', 'mati', 'mat', 'kau', 'ucap', 'korban', 'nama', 'arif', 'kemudian', 'tangkis', 'baco', 'selamat', 'diri', 'alami', 'luka', 'tangan', 'laku', 'kemudian', 'bawa', 'lari', 'sepeda', 'motor', 'kendara', 'korban', 'arah', 'jalan', 'bromo', 'ujung', 'laku', 'atas', 'nama', 'hans', 'cristoffer', 'saragih', '21', 'pergi', 'tuju', 'arah', 'ar', 'hakim', 'pisah', 'rombong', 'hans', 'kemudian', 'lintas', 'jalan', 'bromo', 'korban', 'kemudian', 'kejar', 'ujung', 'tangkap', 'polisi', 'lokasi', 'kemudian', 'laku', 'hans', 'pergi', 'lalu', 'jalan', 'bromo', 'korban', 'lihat', 'laku', 'kejar', 'jadi', 'ribut', 'kemudian', 'unit', 'reskrim', 'lintas', 'jalan', 'bromo', 'lihat', 'ribut', 'langsung', 'aman', 'laku', 'sama', 'barang', 'bukti', 'ujar', 'laku', 'kemudian', 'aman', 'polsek', 'medan', 'area', 'polisi', 'laku', 'kembang', 'cari', 'laku', 'kemudian', 'korban', 'arah', 'polsek', 'medan', 'area', 'sedang', 'laku', 'aman', 'bawa', 'laku', 'kembang', 'cari', 'laku', 'tutup']"
"['hilang', 'jejak', 'komplot', 'bobol', 'atm', 'lampung', 'bakar', 'minimarket']","['komplot', 'curi', 'bobol', 'anjung', 'tunai', 'mandiri', 'atm', 'milik', 'salah', 'satu', 'bank', 'buah', 'minimarket', 'camat', 'rajabasa', 'bandar', 'lampung', 'bobol', 'laku', 'bakar', 'minimarket', 'sebut', 'lansir', 'detiksumbagsel', 'peristiwa', 'sebut', 'jadi', 'sabtu', '122025', 'malam', 'pukul', '0400', 'wib', 'jalan', 'kapayang', '2', 'lurah', 'rajabasa', 'muka', 'camat', 'rajabasa', 'laku', 'duga', 'hasil', 'gondol', 'uang', 'tunai', 'mesin', 'atm', 'nila', 'rp', '100', 'juta', 'lebih', 'kapolresta', 'bandar', 'lampung', 'kombes', 'alfret', 'jacob', 'tilukay', 'benar', 'soal', 'bakar', 'sebut', 'sebut', 'laku', 'duga', 'hilang', 'jejak', 'scroll', 'to', 'continue', 'with', 'content', 'memang', 'iya', 'bakar', 'duga', 'toko', 'bakar', 'hapus', 'jejak', 'mesin', 'las', 'laku', 'bobol', 'mesin', 'atm', 'atas', 'mungkin', 'sebut', 'terus', 'kata', 'kombes', 'alfret', 'jacob', 'tilukay', 'sabtu', '122025', 'alfret', 'kata', 'pihak', 'laku', 'koordinasi', 'pihakpihak', 'kait', 'hitung', 'rugi', 'rugi', 'duga', 'taksir', 'capai', 'ratus', 'juta', 'rupiah', 'tahu', 'jumlah', 'total', 'kira', 'mungkin', 'lebih', 'informasi', 'edar', 'laku', 'koordinasi', 'pihak', 'indomaret', 'maupun', 'pihak', 'bank', 'hitung', 'rugi', 'terang', 'adapun', 'barang', 'bukti', 'temu', 'lokasi', 'jadi', '1', 'buah', 'tabung', 'gas', 'elpiji', '3', 'kilogram', 'tabung', 'las', 'kompresor', 'laku', 'jebol', 'mesin', 'atm']"
"['3', 'laku', 'begal', 'medan', 'tangkap', 'polres', 'labuh', 'belawan']","['polres', 'labuh', 'belawan', 'tangkap', '3', 'laku', 'begal', 'aksi', 'kota', 'medan', 'tiga', 'mab', '17', 'maa', '20', 'yah', '17', 'kasat', 'reskrim', 'polres', 'labuh', 'belawan', 'akp', 'riffi', 'noor', 'faizal', 'kata', 'tiga', 'sangka', 'tangkap', 'kemarin', 'tiga', 'tangkap', 'laku', 'begal', 'jalan', 'alumunium', 'lurah', 'tanjung', 'mulia', 'medan', 'minggu', '261', 'pukul', '0345', 'wib', 'kata', 'awal', 'korban', 'nama', 'ferdy', '19', 'informasi', 'teman', 'hafis', 'kena', 'bacok', 'jalan', 'ferdy', 'kemudian', 'lokasi', 'sama', 'teman', 'bawa', 'hafis', 'rumah', 'sakit', 'scroll', 'to', 'continue', 'with', 'content', 'jadi', 'mula', 'korban', 'ferdy', '19', 'sedang', 'duduk', 'sama', 'temantemannya', 'kabar', 'rekan', 'hafis', 'jadi', 'korban', 'baco', 'lingkung', 'xx', 'penasaran', 'korban', 'langsung', 'tuju', 'lokasi', 'lihat', 'hafis', 'luka', 'korban', 'kemudian', 'sama', 'temantemannya', 'hendak', 'bawa', 'teman', 'hafis', 'rs', 'mitra', 'media', 'bonceng', 'tiga', 'kata', 'kasat', 'reskrim', 'polres', 'labuh', 'belawan', 'terang', 'sabtu', '122025', 'tengah', 'jalan', 'dihadang', 'tiga', 'orang', 'laku', 'mepet', 'korban', 'ancam', 'senjata', 'tajam', 'upa', 'celurit', 'sepeda', 'motor', 'ferdy', 'kemudian', 'bawa', 'kabur', 'tiga', 'laku', 'lihat', 'ancam', 'teman', 'korban', 'langsung', 'lompat', 'lari', 'diri', 'korban', 'usaha', 'kabur', 'putar', 'sepeda', 'motor', 'justru', 'jatuh', 'korban', 'akhir', 'ikut', 'lari', 'diri', 'tinggal', 'sepeda', 'motor', 'honda', 'vario', '160', 'milik', 'jauh', 'korban', 'lihat', 'sangka', 'dorong', 'sepeda', 'motor', 'kabur', 'jelas', 'laku', 'lidi', 'intensif', 'polisi', 'informasi', 'salah', 'satu', 'laku', 'inisial', 'mab', 'buah', 'warnet', 'jalan', 'gaharu', 'sedang', '2', 'laku', 'tangkap', 'daerah', 'mabar', 'segera', 'laku', 'intai', 'hasil', 'tangkap', 'mab', 'alias', 'cimeng', 'kemudian', 'tim', 'laku', 'kembang', 'hasil', 'tangkap', 'maa', 'yah', 'daerah', 'mabar', 'ujar', 'periksa', 'sangka', 'mab', 'maa', 'aku', 'laku', 'begal', 'bawa', 'kabur', 'sepeda', 'motor', 'korban', 'sangka', 'yah', 'aku', 'ikut', 'jual', 'sepeda', 'motor', 'hasil', 'jahat', 'sebut', 'harga', 'rp', '5600000', 'atas', 'minta', 'mab', 'yah', 'aku', 'upah', 'besar', 'rp', '200000', 'hasil', 'jual', 'sepeda', 'motor', 'korban', 'ucap', 'sangka', 'tiga', 'sedang', 'jalan', 'proses', 'periksa', 'lebih', 'lanjut', 'polres', 'labuh', 'belawan', 'pihak', 'laku', 'kembang', 'kait', 'peristiwa', 'terus', 'laku', 'dingin', 'hadap', 'laku', 'libat', 'kasus', 'tutup']"
"['pria', 'disabilitas', 'bunuh', '2', 'wanita', 'perkara', 'asmara', 'tikam', '27', 'kali']","['orang', 'pria', 'disabilitas', 'nama', 'toikin', '22', 'tewas', 'bunuh', 'wanita', 'subang', 'jawa', 'barat', 'motif', 'bunuh', 'sebut', 'lantar', 'cinta', 'segitiga', 'motif', 'cemburu', 'hubung', 'cinta', 'tiga', 'ujar', 'kapolres', 'subang', 'akbp', 'ariek', 'indra', 'sentanu', 'mapolres', 'subang', 'lansir', 'detikjabar', 'jumat', '3112025', 'ariek', 'jelas', 'kronologi', 'peristiwa', 'sebut', 'awal', 'salah', 'satu', 'laku', 'janji', 'korban', 'temu', '20', 'januari', '2025', 'baru', 'temu', 'pek', 'hari', 'janji', 'scroll', 'to', 'continue', 'with', 'content', 'laku', 'lalu', 'bersamasama', 'jemput', 'korban', 'rumah', 'ajak', 'korban', 'keliling', 'sisi', 'laut', 'patimban', 'tiga', 'lalu', 'tuju', 'jalan', 'pertamina', 'jadi', 'tkp', 'bunuh', 'lokasi', 'tiga', 'laku', 'komunikasi', 'bercengkrama', 'kemudian', 'jadi', 'cekcok', 'kelahi', 'tiga', 'si', 'laku', 'a', 'kemudian', 'ambil', 'pisau', 'jok', 'motor', 'kemudian', 'anak', 'inisial', 't', 'ambil', 'pisau', 'pinggang', 'a', 'tusuk', 'leher', 'anak', 'inisial', 't', 'tusuk', 'punggung', 'korban', 'tutur', 'ariek', 'hasil', 'autopsi', '27', 'luka', 'tusuk', 'tubuh', 'korban', 'masuk', 'kepala', 'korban', 'usai', 'tusuk', 'korban', 'beberapa', 'kali', 'pergi', 'tinggal', 'korban', 'tiga', 'baru', 'tangkap', 'polisi', 'jajar', 'unit', 'resmob', 'unit', 'iv', 'ppa', 'satreskrim', 'polres', 'subang', 'bantu', 'resmob', 'polda', 'jabar', 'unit', 'reskrim', 'polsek', 'pusakanagara', 'tiga', 'hari', 'kemudian', 'ariek', 'kata', 'selidik', 'hubung', 'rinci', 'tiga', 'masuk', 'duga', 'hubung', 'asmara', 'sama', 'jenis', 'laku', 'a', '21', 't', '16', 'kait', 'hubung', 'sama', 'jenis', 'lidi', 'kata', 'ariek', 'kasus', 'sebut', 'ungkap', 'warga', 'temu', 'mayat', 'pria', 'penuh', 'luka', 'tusuk', 'pematang', 'sawah', 'dekat', 'jalan', 'pertamina', 'dusun', 'cemara', 'desa', 'kalentambo', 'camat', 'pusakanagara', 'kabupaten', 'suban', 'sabtu', '2512025', 'pukul', '2200', 'wib', 'langsung', 'lapor', 'pihak', 'polisi']"
"['warga', 'lihat', 'kaca', 'mobil', 'wn', 'ukraina', 'pecah', 'akibat', 'rampok', 'geng', 'rusia']","['kaca', 'mobil', 'warga', 'negara', 'wn', 'ukraina', 'igor', 'iermakov', 'pecah', 'culik', 'aniaya', 'gangster', 'rusia', 'jalan', 'tundun', 'penyu', 'desa', 'ungasan', 'camat', 'kuta', 'selatan', 'badung', 'bal', '15', 'desember', '2024', 'kaca', 'mobil', 'pecah', 'depan', 'sisi', 'kanan', 'dekat', 'tempat', 'duduk', 'sopir', 'ungkap', 'salah', 'orang', 'warga', 'lihat', 'lihat', 'mobil', 'putih', 'kaca', 'pecah', 'kaca', 'depan', 'belah', 'kanan', 'kata', 'ita', 'purnama', 'sari', '39', 'warga', 'dekat', 'jalan', 'temu', 'detikbali', 'jumat', '3112025', 'sari', 'lihat', 'langsung', 'aksi', 'khas', 'askhabov', '30', 'komplot', 'culik', 'iermakov', 'ingat', 'sempat', 'datang', 'lokasi', 'jadi', 'scroll', 'to', 'continue', 'with', 'content', 'sari', 'sempat', 'lihat', 'mobil', 'putih', 'parkir', 'tak', 'jauh', 'rumah', 'sempat', 'dekat', 'sari', 'dengar', 'suara', 'ribut', 'iermakov', 'culik', 'ashkabov', 'komplot', 'baru', 'sore', 'hari', 'berani', 'diri', 'dekat', 'mobil', 'misterius', 'sama', 'beberapa', 'warga', 'kaca', 'pecah', 'bekas', 'pecah', 'buka', 'bawah', 'pecah', 'kaca', 'garis', 'polisi', 'polisi', 'mobil', 'mobil', 'hadap', 'utara', 'serong', 'pinggir', 'jalan', 'ungkap', 'sari', 'detikbali', 'sempat', 'datang', 'lokasi', 'iermakov', 'culik', 'ashkabov', 'delapan', 'orang', 'komplot', 'jumat', '3112025', 'pukul', '1930', 'wita', 'lokasi', 'beberapa', 'puluh', 'meter', 'masuk', 'jalan', 'tundun', 'penyu', 'jalan', 'lintas', 'mobil', 'posisi', 'papas', 'lokasi', 'sana', 'tak', 'lampu', 'terang', 'jalan', 'umum', 'lpju', 'suasana', 'jalan', 'praktis', 'gelap', 'motor', 'mobil', 'lintas', 'terang', 'beberapa', 'rumah', 'warga', 'vila', 'satu', 'warung', 'tak', 'jauh', 'jalan', 'terlalu', 'ramai', 'jalan', 'besar', 'motor', 'lewat', 'memang', 'banyak', 'motor', 'lewat', 'terang', 'sari', 'latif', '50', 'warga', 'aku', 'lihat', 'ramai', 'warga', 'lokasi', 'iermakov', 'culik', 'tahu', 'iermakov', 'baru', 'culik', 'mobil', 'inget', 'tahu', 'jadi', 'baru', 'pulang', 'jam', '4', 'sore', 'pas', 'banyak', 'kerumun', 'orangorang', 'kata', 'latif', 'turut', 'latif', 'kondisi', 'jalan', 'pernah', 'sepi', 'hingga', 'malam', 'meski', 'serama', 'jalan', 'besar', 'turut', 'warga', 'lintas', 'motor', 'jalan', 'kaki', 'padahal', 'jalan', 'sepi', 'warga', 'lewat', 'walaupun', 'lampu', 'jelas', 'latif', 'dasar', 'video', 'edar', 'media', 'sosial', 'medsos', 'mobil', 'kendara', 'iermakov', 'awal', 'adang', 'mobil', 'hitam', 'tak', 'lama', 'kemudian', 'empat', 'orang', 'topeng', 'pakai', 'serba', 'hitam', 'keluar', 'mobil', 'motor', 'mobil', 'warga', 'lintas', 'video', 'salah', 'orang', 'lantas', 'todong', 'senjata', 'api', 'jenis', 'pistol', 'iermakov']"
"['tampang', 'khas', 'askhabov', 'bos', 'geng', 'rusia', 'rampok', 'wn', 'ukraina', 'bal']","['polisi', 'tangkap', 'orang', 'warga', 'negara', 'wn', 'rusia', 'duga', 'bagai', 'bos', 'geng', 'rusia', 'laku', 'ampo', 'hadap', 'wn', 'ukraina', 'ungasan', 'kuta', 'selatan', 'badung', 'bal', 'polisi', 'konfirmasi', 'identitas', 'salah', 'satu', 'duga', 'laku', 'tangkap', 'khas', 'askhabov', '30', 'khas', 'tangkap', 'bandara', 'i', 'gusti', 'ngurah', 'rai', 'kamis', 'malam', '301', 'malam', 'sebut', 'tangkap', 'hendak', 'kabur', 'kejar', 'polisi', 'iya', 'benar', 'salah', 'satu', 'sembilan', 'orang', 'lapor', 'lapor', 'korban', 'lapor', 'malam', 'jam', '1900', 'wita', 'aman', 'bandara', 'ngurah', 'rai', 'ungkap', 'kabid', 'humas', 'polda', 'bal', 'kombes', 'ariasandy', 'detikbali', 'jumat', '3112025', 'scroll', 'to', 'continue', 'with', 'content', 'lihat', 'video', 'fotofoto', 'terima', 'detikbali', 'lihat', 'khas', 'satu', 'ruang', 'hendak', 'tangkap', 'tampak', 'ponsel', 'telepon', 'orang', 'kemudian', 'giring', 'luar', 'lalu', 'lorong', 'gedung', 'bandara', 'khas', 'tampak', 'pakai', 'jaket', 'krem', 'celana', 'panjang', 'abuabu', 'pria', 'berewok', 'sedikit', 'plontos', 'lantas', 'giring', 'polisi', 'pakai', 'preman', 'jumlah', 'tugas', 'aman', 'bandara', 'askhabov', 'aman', 'ditreskrimum', 'polda', 'bal', 'periksa', 'lebih', 'lanjut', 'aman', 'kantor', 'ditreskrimum', 'benar', 'libat', 'terang', 'ariasandy', 'ariasandy', 'konfirmasi', 'askhabov', 'rencana', 'tinggal', 'indonesia', 'hindar', 'kejar', 'polisi', 'aksi', 'ampo', 'hadap', 'wn', 'ukraina', 'nama', 'igor', 'iermakov', 'jadi', '15', 'desember', '2024', 'jalan', 'tundun', 'penyu', 'ungasan', 'kuta', 'selatan', 'badung', 'ampo', 'laku', 'empat', 'orang', 'geng', 'rusia', 'akibat', 'rugi', 'nila', 'rp', '32', 'miliar', 'masker', 'bawa', 'senjata', 'pisau', 'palu', 'pistol', 'ungkap', 'ariasandy', 'ampo', 'mula', 'mobil', 'iermakov', 'adang', 'mobil', 'hitam', 'laku', 'paksa', 'korban', 'sopir', 'keluar', 'mobil', 'tutup', 'kepala', 'kain', 'hitam', 'borgol', 'tangan', 'korban', 'kemudian', 'bawa', 'buah', 'vila', 'jimbaran', 'aniaya', 'laku', 'rampas', 'ponsel', 'iermakov', 'paksa', 'korban', 'buka', 'akun', 'binance', 'kirim', 'uang', 'kripto', 'alamat', 'polisi', 'hingga', 'kini', 'periksa', 'sembilan', 'saksi', 'kait', 'kasus', 'sebut', 'laku', 'kali', 'prarekonstruksi', 'koordinasi', 'imigrasi', 'duta', 'ukraina', 'laku', 'tutup', 'ariasandy']"
"['bulan', 'polisi', 'bangkal', 'ringkus', '43', 'sangka', 'ranmor', 'hingga', 'narkoba']","['angka', 'kriminalitas', 'bangkal', 'cukup', 'tinggi', 'catat', '39', 'kasus', 'hasil', 'ungkap', 'lama', 'bulan', 'januari', '2025', '24', 'kasus', 'hasil', 'ungkap', 'satreskrim', 'polres', 'bangkal', 'sedang', 'ungkap', 'kasus', 'satnarkoba', 'polres', 'bangkal', 'banyak', '15', 'kasus', 'total', '39', 'kasus', 'hasil', 'ringkus', '43', 'sangka', 'ujar', 'kapolres', 'bangkal', 'akbp', 'hendro', 'sukmono', 'wartawan', 'jumat', '3112025', 'scroll', 'to', 'continue', 'with', 'content', 'total', '24', 'kasus', 'hasil', 'ungkap', 'satreskrim', 'polres', 'bangkal', 'tambah', 'dominasi', 'kasus', 'curi', 'kendara', 'motor', 'curanmor', '8', 'kasus', '9', 'sangka', 'curat', 'banyak', '3', 'kasus', 'aniaya', '3', 'kasus', 'tipu', '3', 'kasus', 'tadah', '3', 'kasus', 'penyalahgunaan', 'sajam', '2', 'kasus', 'penyalahgunaan', 'senpi', '1', 'kasus', 'judi', '1', 'kasus', 'ungkap', 'kasus', 'penyalahgunaan', 'narkoba', '15', 'kasus', '18', 'sangka', 'mayoritas', 'laku', 'rupa', 'narkoba', 'edar', 'sedang', 'bandar', 'polisi', 'hasil', 'laku', 'tangkap', 'laku', 'penyalahgunaan', 'narkoba', 'semua', 'lakilaki', 'dewasa', '13', 'pakai', 'sisa', 'edar', 'imbuh', 'polisi', 'hasil', 'aman', 'barang', 'bukti', 'banyak', '12677', 'gram', 'sabu', 'tangan', 'laku', 'terus', 'laku', 'kembang', 'hadap', 'kasuskasus', 'hasil', 'ungkap', 'terus', 'rang', 'narkoba', 'pungkas']"
