judul_stop_removed,isi_stop_removed
"['gerombol', 'motor', 'keroyok', 'pemuda', 'jombang', 'ringkus']","['gerombol', 'motor', 'keroyok', 'orang', 'pemuda', 'jalan', 'patimura', 'jombang', 'ringkus', 'polisi', '7', 'orang', 'tangkap', '4', 'orang', 'tetap', 'bagai', 'sangka', 'tahan', 'gerombol', 'motor', 'tangkap', 'ba', '18', 'dj', '19', 'nr', '22', 'tiga', 'warga', 'jatikalen', 'nganjuk', 'fajar', 'wahyu', 'wiguna', '23', 'dewa', 'gilang', 'pamungkas', '21', 'warga', 'desa', 'karangmojo', 'plandaan', 'jombang', 'lalu', 'farreal', 'anargiya', '19', 'warga', 'desa', 'purisemanding', 'plandaan', 'jombang', 'm', 'iqbal', 'maulana', '21', 'warga', 'desa', 'dawuhan', 'jatikalen', 'nganjuk', 'kapolres', 'jombang', 'akbp', 'ardi', 'kurniawan', 'jelas', '7', 'orang', 'tangkap', '4', 'orang', 'tetap', 'bagai', 'sangka', 'tahan', 'khusus', 'ba', 'dj', 'nr', 'status', 'saksi', 'kena', 'wajib', 'lapor', 'tiga', 'ikut', 'aniaya', 'korban', 'scroll', 'to', 'continue', 'with', 'content', 'tiga', 'orang', 'kena', 'wajib', 'lapor', 'bagai', 'saksi', 'laku', 'pukul', 'lokasi', 'tahu', 'peristiwa', 'sebut', 'jelas', 'wartawan', 'jumpa', 'pers', 'mapolres', 'jombang', 'jalan', 'kh', 'wahid', 'hasyim', 'kamis', '1042025', 'aksi', 'keras', 'gerombol', 'motor', 'jadi', 'jalan', 'patimura', 'desa', 'sengon', 'kecamatankabupaten', 'jombang', 'minggu', '233', 'pukul', '0330', 'wib', 'awal', 'tendang', 'korban', 'ferdy', 'rangga', 'saputra', '19', 'jatuh', 'sepeda', 'motor', 'ferdy', 'bonceng', 'anjariel', 'mulyarosyid', '20', 'pemuda', 'warga', 'desa', 'sengon', 'anjariel', 'hasil', 'lari', 'diri', 'ferdy', 'keroyok', 'laku', 'pukul', 'laku', 'jumlah', 'luka', 'memar', 'tubuh', 'korban', 'upaya', 'sungguh', 'hati', 'ungkap', 'tiap', 'tindak', 'pidana', 'beri', 'adil', 'korban', 'beri', 'rasa', 'aman', 'masyarakat', 'jombang', 'terang', 'ardi', 'kasat', 'reskrim', 'polres', 'jombang', 'akp', 'margono', 'suhendra', 'tutur', 'aksi', 'keras', 'laku', 'fajar', 'kawankawan', 'bentuk', 'balas', 'dendam', 'salah', 'satu', 'laku', 'pernah', 'keroyok', 'orang', 'tak', 'kenal', 'gerombol', 'laku', 'cari', 'sasar', 'cara', 'acak', 'lampias', 'dendam', 'remaja', 'pernah', 'pukul', 'tak', 'tahu', 'siapa', 'punya', 'teman', 'ajak', 'teman', 'balas', 'dendam', 'keliling', 'plandaan', 'jombang', 'kota', 'cari', 'sasar', 'ungkap', 'akibat', 'buat', 'fajar', 'dewa', 'farreal', 'iqbal', 'dekam', 'rutan', 'polres', 'jombang', 'jerat', 'pasal', '170', 'kuhp', 'keroyok', 'ancam', 'hukum', '5', 'tahun', 'penjara', 'tandas', 'margono']"
"['eks', 'ketua', 'ormas', 'bersenpi', 'begal', 'tani', 'hingga', 'terima', '25', 'jahit', 'sergai']","['mantan', 'ketua', 'organiasisi', 'masyarakat', 'ormas', 'kabupaten', 'serdang', 'bedagai', 'sergai', 'sumatera', 'utara', 'sumut', 'ilham', 'batubara', '58', 'begal', 'orang', 'tani', 'hingga', 'jahit', 'banyak', '25', 'jahit', 'misnuriono', '58', 'aksi', 'laku', 'bawa', 'parang', 'senjata', 'api', 'jenis', 'fn', 'dirreskrimum', 'polda', 'sumut', 'kombes', 'sumaryono', 'kata', 'peristiwa', 'jadi', 'blok', '58', 'kebun', 'pt', 'socfindo', 'bangun', 'bandar', 'desa', 'dolok', 'sagala', 'camat', 'dolok', 'masihul', 'senin', '742025', 'pukul', '2030', 'wib', 'jadi', 'korban', 'hendak', 'pulang', 'rumah', 'tebing', 'tinggi', 'dirreskrimum', 'polda', 'sumut', 'polres', 'serdang', 'bedagai', 'laksana', 'ungkap', 'kasus', 'tindak', 'pidana', 'curi', 'keras', 'senjata', 'tajam', 'senjata', 'api', 'kata', 'sumaryono', 'konferensi', 'pers', 'polda', 'sumut', 'kamis', '104', 'scroll', 'to', 'continue', 'with', 'content', 'sumaryono', 'sebut', 'korban', 'tengah', 'kendara', 'sepeda', 'motor', 'honda', 'supra', 'x', 'milik', 'tiba', 'lokasi', 'jadi', 'korban', 'adang', 'laku', 'sama', 'laku', 'keluar', 'parang', 'bacok', 'korban', 'tuju', 'rebut', 'motor', 'korban', 'korban', 'laku', 'lawan', 'jadi', 'gumul', 'korban', 'laku', 'jadi', 'tangan', 'korban', 'luka', 'upaya', 'rebut', 'parang', 'sangka', 'ayun', 'parang', 'arah', 'kepala', 'korban', 'korban', 'tangkis', 'tangan', 'kiri', 'rebut', 'parang', 'milik', 'sangka', 'saling', 'rebut', 'hingga', 'akhir', 'motor', 'korban', 'sangka', 'jatuh', 'jelas', 'parang', 'rampas', 'korban', 'lalu', 'laku', 'ambil', 'senjata', 'api', 'pinggang', 'ancam', 'tembak', 'korban', 'lihat', 'korban', 'laku', 'pukul', 'arah', 'pinggang', 'laku', 'parang', 'pistol', 'sebut', 'jatuh', 'alhasil', 'pistol', 'ambil', 'korban', 'laku', 'pergi', 'lari', 'diri', 'takut', 'korban', 'ambil', 'pistol', 'jatuh', 'pinggang', 'laku', 'sebut', 'kemudian', 'korban', 'lapor', 'polsek', 'dolok', 'masihul', 'temu', 'senjata', 'api', 'ujar', 'pihak', 'polisi', 'selidik', 'kasus', 'sebut', 'tangkap', 'laku', 'salah', 'satu', 'rawarawa', 'kota', 'tebing', 'tinggi', 'dasar', 'hasil', 'lidi', 'laku', 'rupa', 'residivis', 'kasus', 'curi', 'narkoba', 'motif', 'laku', 'nekat', 'begal', 'korban', 'butuh', 'uang', 'lari', 'laku', 'tengah', 'jadi', 'buron', 'polres', 'sergai', 'kasus', 'cabul', 'tangkap', 'laku', 'sembunyi', 'rawarawa', 'usaha', 'lari', 'diri', 'laku', 'tindak', 'tegas', 'ukur', 'motif', 'sangka', 'laku', 'keras', 'kurang', 'uang', 'sedang', 'kejar', 'polres', 'sergai', 'bagai', 'sangka', 'cabul', 'masa', 'lari', 'punya', 'uang', 'coba', 'rampas', 'sepeda', 'motor', 'jual', 'uang', 'lari', 'ujar', 'sumaryono', 'sangka', 'rupa', 'residivis', 'empat', 'jadi', 'kasus', 'narkoba', 'kasus', 'curi', '4', 'kasus', 'sebut', 'pernah', 'senjata', 'api', 'bagai', 'alat', 'sambung', 'perwira', 'tengah', 'polri', 'benar', 'laku', 'rupa', 'mantan', 'ketua', 'salah', 'satu', 'ormas', 'pihak', 'polisi', 'tengah', 'selidik', 'asal', 'usul', 'senjata', 'api', 'pakai', 'laku', 'proses', 'hadap', 'sedia', 'iya', 'betul', 'mantan', 'ketua', 'ormas', 'pungkas', 'misnuriono', 'hadir', 'konferensi', 'pers', 'kata', 'diri', 'baru', 'pulang', 'kebun', 'pulang', 'diri', 'lebih', 'dulu', 'singgah', 'rumah', 'anak', 'tak', 'jauh', 'lokasi', 'jadi', 'motor', 'ladang', 'sana', 'kan', 'rumah', 'anak', 'singgah', 'dulu', 'mandi', 'baru', 'pulang', 'ujar', 'kata', 'jadi', 'buat', 'tangan', 'terima', '25', 'jahit', 'kena', '25', 'jahit', 'jelas']"
"['buruh', 'sumsel', 'tusuk', '2', 'orang', 'hingga', 'tewas', 'laku', 'tetangga']","['orang', 'buruh', 'nama', 'darman', '34', 'keroyok', 'orang', 'rupa', 'tetangga', 'pakai', 'senjata', 'tajam', 'sajam', 'hingga', 'tewas', 'usai', 'jadi', 'laku', 'tangkap', 'kapolsek', 'kertapati', 'iptu', 'angga', 'kurniawan', 'benar', 'jadi', 'sebut', 'turut', 'peristiwa', 'jadi', 'jalan', 'mataram', 'lurah', 'kemas', 'rindo', 'camat', 'kertapati', 'palembang', 'senin', '742025', 'pukul', '1800', 'wib', 'benar', 'jadi', 'keroyok', 'sajam', '2', 'orang', 'laku', 'status', 'ayah', 'anak', 'tetangga', 'korban', 'kata', 'angga', 'konfirmasi', 'selasa', '84', 'lansir', 'detiksumbagsel', 'scroll', 'to', 'continue', 'with', 'content', 'angga', 'kata', 'peristiwa', 'sebut', 'awal', 'darman', 'datang', 'rumah', 'laku', 'mendra', '40', 'ro', '20', 'rupa', 'tetangga', 'korban', 'hendak', 'tanya', 'baikbaik', 'kepala', 'anak', 'jitak', 'laku', 'ro', 'mendra', 'rasa', 'tak', 'senang', 'atas', 'datang', 'korban', 'laku', 'sebut', 'langsung', 'ambil', 'sajam', 'balik', 'pintu', 'ayun', 'arah', 'darman', 'korban', 'kemudian', 'lari', 'diri', 'arah', 'sawah', 'sana', 'laku', 'keroyok', 'korban', 'sajamnya', 'jelas', 'peristiwa', 'sebut', 'lalu', 'lihat', 'saksi', 'rupa', 'warga', 'datang', 'saksi', 'laku', 'kabur', 'tinggal', 'darman', 'geletak', 'tak', 'daya', 'darman', 'lanjut', 'lari', 'rs', 'bari', 'beri', 'awat', 'medis', 'nyawa', 'jalan', 'korban', 'alami', '3', 'luka', 'tusuk', '1', 'dada', 'tengah', '2', 'punggung', '3', 'luka', 'robek', 'tangan', 'kanan', 'tangan', 'kiri', 'kepala', 'rincinya', 'laku', 'langsung', 'aman', 'kemarin', '74', 'masuk', 'barang', 'bukti', 'upa', 'parang', 'pedang', 'kata']"
"['tipu', 'daya', 'pria', 'batam', 'bawa', 'kabur', 'motor', 'driver', 'ojol']","['motor', 'orang', 'driver', 'ojek', 'online', 'ojol', 'batam', 'pulau', 'riau', 'bawa', 'kabur', 'tumpang', 'inisial', 'sm', 'laku', 'tipu', 'korban', 'cara', 'mes', 'cara', 'offline', 'aplikasi', 'kapolresta', 'barelang', 'kombes', 'zainal', 'arifin', 'kata', 'awal', 'korban', 'tengah', 'mangkal', 'daerah', 'batu', 'aji', 'korban', 'datang', 'laku', 'minta', 'antar', 'beberapa', 'lokasi', 'laku', 'mes', 'cara', 'offline', 'korban', 'laku', 'janji', 'bayar', 'biaya', 'rp', '150', 'ribu', 'antar', 'ujar', 'senin', '742025', 'scroll', 'to', 'continue', 'with', 'content', 'laku', 'minta', 'korban', 'antar', 'arah', 'masjid', 'muhammad', 'riayat', 'syah', 'laku', 'minta', 'antar', 'masjid', 'agung', 'batam', 'center', 'jalan', 'laku', 'ajak', 'korban', 'makan', 'siang', 'laku', 'ajak', 'korban', 'kawasan', 'legenda', 'legenda', 'laku', 'berpurapura', 'pinjam', 'motor', 'korban', 'beli', 'bakso', 'ujar', 'korban', 'tahu', 'laku', 'tak', 'kunjung', 'kemudian', 'panik', 'jadi', 'akhir', 'lapor', 'polsek', 'batam', 'kota', 'lapor', 'korban', 'kemudian', 'laku', 'lidi', 'tangkap', 'laku', 'ujar', 'laku', 'sm', 'tangkap', 'tim', 'gabung', 'polresta', 'polsek', 'batam', 'kota', 'pukul', '0530', 'wib', 'kawasan', 'tiban', 'kupang', 'lanjut', 'periksa', 'polisi', 'laku', 'sm', 'aku', 'alas', 'bawa', 'kabur', 'motor', 'korban', 'desak', 'ekonomi', 'motor', 'rencana', 'laku', 'kerja', 'motif', 'ekonomi', 'motor', 'bawa', 'kabur', 'rencana', 'laku', 'kerja', 'ujar', 'atas', 'buat', 'laku', 'jerat', 'pasal', 'gelap', 'laku', 'ancam', 'pidana', 'kurung', 'penjara', '4', 'tahun']"
"['beli', 'cabai', 'pakai', 'uang', 'palsu', 'lansia', 'lombok', 'timur', 'tangkap', 'warga']","['pria', 'lanjut', 'usia', 'lansia', 'mastur', '64', 'tangkap', 'warga', 'beli', 'cabai', 'pasar', 'tradisional', 'ara', 'lombok', 'timur', 'nusa', 'tenggara', 'barat', 'ntb', 'mastur', 'tangkap', 'lantar', 'tahu', 'belanja', 'uang', 'palsu', 'upal', 'dagang', 'nama', 'sahmin', '80', 'duga', 'laku', 'datang', 'korban', 'sahmin', 'hendak', 'beli', 'cabai', 'harga', 'rp', '20', 'ribu', 'uang', 'palsu', 'pecah', 'ratus', 'ribu', 'kemudian', 'laku', 'langsung', 'minta', 'jelas', 'kepala', 'seksi', 'hubung', 'masyarakat', 'kasi', 'humas', 'polres', 'lombok', 'timur', 'akp', 'nikolas', 'osman', 'lalu', 'terang', 'tulis', 'senin', '742025', 'tindak', 'kriminalitas', 'mastur', 'tahu', 'coba', 'tukar', 'uang', 'pecah', 'rp', '100', 'ribu', 'milik', 'sahmin', 'untung', 'uang', 'hendak', 'tukar', 'sempat', 'periksa', 'dagang', 'tahu', 'palsu', 'scroll', 'to', 'continue', 'with', 'content', 'sahmin', 'lantas', 'minta', 'uang', 'mastur', 'sempat', 'timbul', 'ribut', 'warga', 'langsung', 'bawa', 'mastur', 'polisi', 'sektor', 'polsek', 'ara', 'periksa', 'hasil', 'periksa', 'temu', 'barang', 'bukti', 'upal', 'pecah', 'rp', '50', 'ribu', 'nila', 'rp', '250', 'ribu', 'pecah', 'rp', '100', 'ribu', 'nila', 'rp', '3100000', 'mata', 'uang', 'asing', 'dompet', 'laku', 'beber', 'nikolas', 'turut', 'nikolas', 'mastur', 'rupa', 'laku', 'lama', 'residivis', 'kasus', 'sama', '2020', 'jalan', 'hukum', 'kurung', 'lama', 'tahun', 'tutup', 'mungkin', 'upal', 'simpan', 'tempat', 'terang', 'nikolas']"
"['panjat', 'tembok', 'pura', 'curi', 'sesar', 'remaja', 'gianyar', 'tangkap', 'warga']","['remaja', 'inisial', 'igyw', '16', 'nekat', 'panjat', 'tembok', 'pura', 'dalem', 'desa', 'adat', 'bong', 'camat', 'tegallalang', 'gianyar', 'bal', 'curi', 'sesar', 'sabtu', '542025', 'pukul', '1930', 'wita', 'untung', 'tindak', 'kriminalitas', 'igyw', 'gagal', 'laku', 'ujung', 'tangkap', 'warga', 'betul', 'tangkap', 'warga', 'pukul', 'warga', 'aman', 'unit', 'reskrim', 'polsek', 'tegallalang', 'laku', 'proses', 'lebih', 'lanjut', 'kata', 'kapolsek', 'tegallalang', 'akp', 'ketut', 'wiwin', 'wirahadi', 'hubung', 'detikbali', 'senin', '742025', 'igyw', 'datang', 'pura', 'dalem', 'banjar', 'bong', 'kendara', 'motor', 'filano', 'perak', 'kemudian', 'parkir', 'kendara', 'dekat', 'posko', 'calang', 'pura', 'dalem', 'desa', 'adat', 'bong', 'scroll', 'to', 'continue', 'with', 'content', 'remaja', 'lantas', 'panjat', 'pura', 'dalem', 'desa', 'adat', 'bong', 'tindak', 'igyw', 'tahu', 'orang', 'warga', 'inisial', 'iwas', 'sedang', 'ladang', 'belah', 'utara', 'pura', 'dalem', 'desa', 'adat', 'bong', 'warga', 'aksi', 'langsung', 'riak', 'igyw', 'maling', 'iwas', 'segera', 'lapor', 'jadi', 'kelian', 'dinas', 'banjar', 'bong', 'informasi', 'coba', 'curi', 'siar', 'whatsapp', 'grup', 'wag', 'banjar', 'bong', 'warga', 'kemudian', 'siaga', 'buru', 'laku', 'hingga', 'akhir', 'tangkap', 'wiwin', 'ungkap', 'igyw', 'coba', 'curi', 'sesar', 'pura', 'dalem', 'desa', 'adat', 'bong', 'penuh', 'butuh', 'seharihari', 'ambil', 'uang', 'jelas', 'akibat', 'buat', 'igyw', 'tetap', 'bagai', 'sangka', 'unit', 'reskrim', 'polsek', 'tegallalang', 'jerat', 'pasal', '362', 'kitab', 'undangundang', 'hukum', 'pidana', 'kuhp', 'juncto', 'pasal', '53', 'ayat', '1', 'kuhp', 'ancam', 'penjara', 'maksimal', 'lima', 'tahun']"
"['polisi', 'tangkap', 'bakar', 'vila', 'bule', 'inggris', 'catu']","['orang', 'pria', 'paruh', 'baya', 'nama', 'efendy', 'lamba', '59', 'warga', 'makale', 'kabupaten', 'tana', 'toraja', 'provinsi', 'sulawesi', 'selatan', 'tangkap', 'polisi', 'jalan', 'bypass', 'ngurah', 'rai', 'kamis', '2732025', 'tangkap', 'polisi', 'bakar', 'vila', 'milik', 'orang', 'warga', 'negara', 'wn', 'inggris', 'stephen', 'joseph', 'teasdal', 'laku', 'lidi', 'sangka', 'tangkap', 'jalan', 'bypass', 'ngurah', 'rai', 'buah', 'proyek', 'tempat', 'kerja', 'baru', 'kata', 'kapolsek', 'kuta', 'selatan', 'akp', 'i', 'komang', 'agus', 'konferensi', 'pers', 'kantor', 'senin', '742025', 'aksi', 'bakar', 'jadi', 'vila', 'devalaya', 'jalan', 'anggrek', 'raya', 'i', 'nomor', '6', 'desa', 'catu', 'camat', 'kuta', 'selatan', '17', 'maret', '2025', 'pukul', '0300', 'wita', 'efendy', 'niat', 'bakar', 'sekaligus', 'bunuh', 'teasdal', 'betul', 'sedang', 'tidur', 'vila', 'scroll', 'to', 'continue', 'with', 'content', 'beberapa', 'alat', 'botol', 'kaca', 'bensin', 'kain', 'siap', 'lalu', 'satu', 'botol', 'isi', 'bensin', 'bakar', 'lempar', 'efendi', 'vila', 'tak', 'lama', 'vila', 'bakar', 'akibat', 'ulah', 'efendy', 'untung', 'teasdal', 'sempat', 'bangun', 'dengar', 'pecah', 'botol', 'usai', 'lempar', 'efendy', 'teasdal', 'lalu', 'selamat', 'diri', 'lapor', 'peristiwa', 'polisi', 'niat', 'memang', 'sekali', 'bakar', 'korban', 'untung', 'korban', 'teasdal', 'sempat', 'bangun', 'kalau', 'kena', 'pasal', 'bunuh', 'rencana', 'kata', 'agus', 'agus', 'kata', 'efendy', 'sempat', 'buru', '10', 'hari', 'hingga', 'akhir', 'tangkap', 'kini', 'tahan', 'interogasi', 'polisi', 'efendy', 'aku', 'nekat', 'bakar', 'vila', 'sakit', 'hati', 'henti', 'kerja', 'teasdal', 'jadi', 'efendy', 'baru', 'kerja', 'tiga', 'bulan', 'lama', 'ngakunya', 'sering', 'laku', 'enak', 'kata']"
"['perkara', 'suruh', 'cuci', 'piring', 'keponakan', 'gelap', 'mata', 'bunuh', 'tante']","['rezky', 'fauzan', 'renajaya', 'alias', 'eki', '28', 'tangkap', 'polisi', 'usai', 'bunuh', 'tante', 'evi', 'latifah', 'polisi', 'ungkap', 'motif', 'laku', 'bunuh', 'korban', 'nyata', 'kesal', 'suruh', 'cuci', 'piring', 'awal', 'jadi', 'kronologi', 'laku', 'sangka', 'minta', 'cuci', 'piring', 'tante', 'kemudian', 'sedikit', 'cekcok', 'tante', 'ciprat', 'air', 'muka', 'sangka', 'sangka', 'terima', 'balas', 'lempar', 'spons', 'alat', 'cuci', 'piring', 'arah', 'muka', 'korban', 'kata', 'kasat', 'reskrim', 'polresta', 'bogor', 'kota', 'kompol', 'aji', 'riznaldi', 'lansir', 'detiknews', 'senin', '742025', 'cekcok', 'mulut', 'sebut', 'ujung', 'bunuh', 'laku', 'eki', 'pukul', 'korban', 'cara', 'brutal', 'bertubitubi', 'hingga', 'korban', 'tewas', 'tkp', 'scroll', 'to', 'continue', 'with', 'content', 'kemudian', 'sangka', 'laku', 'pukul', 'cara', 'brutal', 'bertubitubi', 'arah', 'wajah', 'korban', 'akibat', 'korban', 'cucur', 'darah', 'luka', 'serius', 'wajah', 'akhir', 'tinggal', 'dunia', 'ucap', 'aji', 'eki', 'nyata', 'kesal', 'janji', 'nongkrong', 'sama', 'temantemannya', 'sore', 'korban', 'minta', 'laku', 'cuci', 'piring', 'jadi', 'memang', 'sangka', 'jadi', 'bunuh', 'janji', 'sama', 'temantemannya', 'kumpulkumpul', 'nah', 'suruh', 'dulu', 'cuci', 'piring', 'cepat', 'kumpul', 'sama', 'temennya', 'kata', 'aji', 'sangka', 'eki', 'seharihari', 'asuh', 'biaya', 'sekolah', 'korban', 'sejak', 'sangka', 'usia', '15', 'tahun', 'pasal', 'sangka', 'rupa', 'anak', 'yatim', 'piatu', 'jadi', 'sangkut', 'anak', 'yatim', 'piatu', 'urus', 'biaya', 'tante', 'profesi', 'laku', 'mahasiswa', 'kampus', 'jakarta', 'bunuh', 'orang', 'imbuh', 'polisi', 'tunggu', 'hasil', 'autopsi', 'hadap', 'tubuh', 'korban', 'laku', 'sebut', 'bunuh', 'korban', 'tangan', 'kosong', 'korban', 'alami', 'luka', 'wajah', 'dagu', 'mata', 'dasar', 'aku', 'sangka', 'sangka', 'alat', 'bunuh', 'coba', 'laku', 'autopsi', 'luka', 'luka', 'tusuk', 'luka', 'benda', 'tajam', 'benda', 'tunggu', 'hasil', 'autopsi', 'kata', 'aji', 'luka', 'luka', 'korban', 'pelipis', 'belah', 'kiri', 'kanan', 'kemudian', 'dahi', 'kanan', 'luka', 'robek', 'cukup', 'besar', 'kemudian', 'wilayah', 'dagu', 'mata', 'memar', 'tambah']"
"['bela', 'karyawan', 'hotel', 'pria', 'papua', 'keroyok', 'hingga', 'tangan', 'kiri', 'putus']","['pria', 'nama', 'edi', '27', 'keroyok', 'hingga', 'tangan', 'kiri', 'putus', 'lobby', 'hotel', 'bunga', 'youtefa', 'kota', 'jayapura', 'papua', 'edi', 'keroyok', 'gegara', 'bantu', 'karyawan', 'hotel', 'sepupu', 'nama', 'dedi', '29', 'cekcok', 'salah', 'satu', 'laku', 'keroyok', 'jadi', 'jumat', '44', 'pukul', '0230', 'wit', 'korban', 'kini', 'jalan', 'awat', 'rsud', 'jayapura', 'kasus', 'keroyok', 'akibat', 'korban', 'nama', 'edi', 'alami', 'putus', 'tangan', 'kiri', 'luka', 'potong', 'siku', 'kanan', 'akibat', 'tebas', 'parang', 'salah', 'satu', 'laku', 'kata', 'kapolresta', 'jayapura', 'kota', 'kombes', 'victor', 'd', 'mackbon', 'minggu', '642025', 'lansir', 'detiksulsel', 'scroll', 'to', 'continue', 'with', 'content', 'victor', 'kata', 'mula', 'laku', 'inisial', 'ib', 'alias', 'nakamici', '29', 'datang', 'hotel', 'mabuk', 'ib', 'lalu', 'libat', 'cekcok', 'dedi', 'keroyok', 'sebut', 'awal', 'adu', 'mulut', 'saksi', 'nama', 'dedi', 'rupa', 'karyawan', 'hotel', 'bunga', 'youtefa', 'laku', 'ib', 'pengaruh', 'miras', 'datang', 'hotel', 'buat', 'ribut', 'kata', 'viktor', 'victor', 'jelas', 'ib', 'lalu', 'panggil', 'teman', 'hotel', 'hingga', 'jadi', 'keroyok', 'edi', 'bangun', 'jadi', 'ribut', 'dedi', 'ib', 'temantemannya', 'jadi', 'akibat', 'debat', 'mulut', 'dedi', 'ib', 'akhir', 'buat', 'ib', 'bawa', 'temantemannya', 'hotel', 'laku', 'keroyok', 'korban', 'edi', 'rupa', 'sepupu', 'dedi', 'bangun', 'kemudian', 'bantu', 'dedi', 'hadap', 'ib', 'temantemannya', 'jelas', 'usai', 'laku', 'keroyok', 'ib', 'teman', 'langsung', 'tinggal', 'tempat', 'jadi', 'perkara', 'tkp', 'polisi', 'laku', 'lidi', 'tangkap', 'ib', 'laku', 'inisial', 'rb', 'alias', 'cilang', '27', 'tangkap', 'rumah', 'sakit', 'ramela', 'koya', 'barat', 'polisi', 'hasil', 'temu', 'laku', 'ib', 'rb', 'rumah', 'sakit', 'rameela', 'koya', 'barat', 'usai', 'awat', 'medis', 'sana', 'beber']"
"['warga', 'karangasem', 'nyaris', 'begal', 'klungkung', 'sweater', 'sobek', 'kena', 'pisau']","['warga', 'karangasem', 'bal', 'i', 'kadek', 'gunawan', 'nyaris', 'begal', 'lintas', 'jalan', 'bypass', 'ida', 'bagus', 'mantra', 'tepat', 'simpang', 'watu', 'klotok', 'tuju', 'desa', 'tojan', 'klungkung', 'kamis', '342025', 'pukul', '1900', 'wita', 'insiden', 'coba', 'begal', 'viral', 'gunawan', 'alam', 'lalu', 'akun', 'facebooknya', 'guz', 'reokdevil', 'kepala', 'seksi', 'hubung', 'masyarakat', 'kasi', 'humas', 'polres', 'klungkung', 'akp', 'agus', 'widiono', 'kata', 'unit', 'reserse', 'kriminal', 'reskrim', 'polsek', 'klungkung', 'datang', 'rumah', 'gunawan', 'banjar', 'dinas', 'jangu', 'desa', 'duda', 'camat', 'selat', 'karangasem', 'jumat', '442025', 'minta', 'terang', 'korban', 'sekaligus', 'cek', 'rute', 'jalur', 'terang', 'agus', 'hubung', 'detikbali', 'sabtu', '542205', 'scroll', 'to', 'continue', 'with', 'content', 'turut', 'agus', 'gunawan', 'lintas', 'jalan', 'bypass', 'ida', 'bagus', 'mantra', 'tuju', 'tempat', 'kerja', 'nusa', 'kemudian', 'ikut', 'orang', 'tak', 'kenal', 'kendara', 'motor', 'tiba', 'jalan', 'raya', 'tojan', 'tuju', 'klotok', 'motor', 'hasil', 'sejajar', 'gunawan', 'laku', 'tengah', 'bonceng', 'cara', 'tibatiba', 'keluar', 'pisau', 'coba', 'tusuk', 'pinggang', 'untung', 'gunawan', 'hindar', 'sweater', 'pakai', 'gunawan', 'lubang', 'panjang', '5', 'sentimeter', 'cm', 'akibat', 'tusuk', 'gunawan', 'sempat', 'tendang', 'kendara', 'laku', 'oleng', 'kanan', 'usai', 'rasa', 'takut', 'gunawan', 'langsung', 'lanjut', 'jalan', 'lapor', 'polisi', 'usai', 'alami', 'insiden', 'agus', 'ungkap', 'coba', 'begal', 'sebut', 'hasil', 'cctvnya', 'baru', 'akses', '8', 'april', 'esok', 'kendala', 'hari', 'libur', 'ungkap', 'bagai', 'informasi', 'peristiwa', 'begal', 'klungkung', 'kerap', 'jadi', 'aksi', 'kriminal', 'rupa', 'timpa', 'kendara', 'driver', 'ojek', 'online', 'ojol', 'wilayah', 'bukit', 'tengah', 'desa', 'singgah', 'camat', 'dawan', 'senin', '2432025', 'laku', 'tumpang', 'sendiri', 'gunting', 'agus', 'tegas', 'tindak', 'kriminalitas', 'klungkung', 'antisipasi', 'cara', 'rutin', 'patroli', 'blue', 'light', 'turut', 'jadi', 'rupa', 'memang', 'jadi', 'minta', 'masyarakat', 'segera', 'lapor', 'temu', 'aktivitas', 'kriminal', 'call', 'center', '110', 'pinta', 'agus']"
